documentId,Paragraph,Compound
US20150329548A1,"Iodine monochloride (0.33 mL, 1M solution in DCM, 0.33 mmol) was added slowly to a solution of (R)-2-chloro-N-(1-cyclobutylethyl)-6-(m-tolyl)-5-(4-(trifluoromethyl)benzyl)-5H-pyrrolo[3,2-d]pyrimidin-4-amine (150 mg, 0.301 mmol) in DCM at 0° C. The reaction mixture was stirred at room temperature for 2 hours. The mixture was diluted with ethyl acetate and washed with saturated sodium bicarbonate, sodium sulfite (10%) and brine. The resulting organic phase was dried over Na2SO4 and concentrated to afford (R)-2-chloro-N-(1-cyclobutylethyl)-7-iodo-6-(m-tolyl)-5-(4-(trifluoromethyl)benzyl)-5H-pyrrolo[3,2-d]pyrimidin-4-amine, which was used in the next step without further purification. MS ESI calc'd for C27H25ClF3IN4 [M+H]+ 625. found 625.","Iodine monochloride | DCM | (R)-2-chloro-N-(1-cyclobutylethyl)-6-(m-tolyl)-5-(4-(trifluoromethyl)benzyl)-5H-pyrrolo[3,2-d]pyrimidin-4-amine | ethyl acetate | sodium bicarbonate | sodium sulfite | brine | Na2SO4 | (R)-2-chloro-N-(1-cyclobutylethyl)-7-iodo-6-(m-tolyl)-5-(4-(trifluoromethyl)benzyl)-5H-pyrrolo[3,2-d]pyrimidin-4-amine"
US20060122197A1,"4-Methylmorpholine (23 μL 0.00021 mol) was added to a mixture of (3S)-1-phenylpiperidin-3-amine dihydrochloride (0.042 mmol, 0.000042 mol), 4-hydroxycyclohexanecarboxylic acid (6.7 mg, 0.000046 mol) and benzotriazol-1-yloxytris(dimethylamino)phosphonium hexafluorophosphate (0.020 g, 0.000046 mol) in N,N-dimethylformamide (0.5 mL, 0.006 mol). The reaction mixture was stirred at room temperature overnight. The reaction mixture was diluted with methanol (0.8 mL) and adjusted with TFA to pH=2.0. The crude product was purified by prep-LCMS. LCMS: (M+H)+=303.2.","4-Methylmorpholine | (3S)-1-phenylpiperidin-3-amine dihydrochloride | 4-hydroxycyclohexanecarboxylic acid | benzotriazol-1-yloxytris(dimethylamino)phosphonium hexafluorophosphate | N,N-dimethylformamide | methanol | TFA | crude product"
US04139717,"To 30 ml of anhydrous diethyl ether were added 1.5 g (10 mmol) of cuprous bromide and 2.5 g (20 mmol) of trimethyl phosphite, and the mixture stirred for about 1 hour at room temperature in an atmosphere of nitrogen. The mixture was cooled to -78° C., and 12.8 ml (20 mmol) of a 15% by weight hexane solution of n-butyllithium was added, followed by further stirring the mixture for 30 minutes. Then, 960 mg (10 mmol) of 2-cyclohexenone was added and reacted for 1 hour. After the reaction, 5 ml of tetramethylenediamine was added, and the mixture was stirred for about 10 minutes. The resulting solution was added dropwise at 0° C. to a solution prepared by adding 2.84 g (20 mmol) of a boron trifluoride-diethyl ether complex and 2.04 g (20 mmol) of acetic anhydride to 20 ml of anhydrous diethyl ether, and stirring the mixture at 0° C. for about 30 minutes in an atmosphere of nitrogen. Then, the mixture was stirred for an additional 3 hours at room temperature, and then, post-treated, extracted, washed with dilute hydrochloric acid, and dried in the same way as in Example 4 to afford 5.432 g of a crude product. The crude product was purified by distillation at reduced pressure to afford 370 mg (2.4 mmol) of 3-n-butylcyclohexanone in a yield of 24% and 170 mg (0.9 mmol) of 2-acetyl-3-n-butylcyclohexanone in a yield of 9%.",diethyl ether | cuprous bromide | trimethyl phosphite | nitrogen | hexane | n-butyllithium | 2-cyclohexenone | tetramethylenediamine | boron trifluoride-diethyl ether | diethyl ether | acetic anhydride | nitrogen | hydrochloric acid | crude product | crude product | 3-n-butylcyclohexanone | 2-acetyl-3-n-butylcyclohexanone
US06589970B2,"A mixture of 2-butyl-benzofuran-3-carboxylic acid (6-hydroxy-naphthalen-2-ylmethyl)-methyl-amide (0.90 g, 2.32 mmol), prepared in step-4 of Example 31, bromoacetonitrile (0.194 mL, 2.79 mmol) and potassium carbonate (1.6 g, 11.6 mmol) in 10 mL DMF was stirred under nitrogen at room temperature for 24 h (overnight). The reaction was diluted with ethyl acetate and extracted five times with water. The organic layer was dried (MgSO4) and the solvent removed under reduced pressure to give 2-butyl-benzofuran-3-carboxylic acid (6-cyanomethoxy-naphthalen-2ylmethyl)-methyl-amide (0.94 g, 95%) as a brown oil, MS m/z: 427 [M+H]+.",2-butyl-benzofuran-3-carboxylic acid (6-hydroxy-naphthalen-2-ylmethyl)-methyl-amide | bromoacetonitrile | potassium carbonate | DMF | nitrogen | ethyl acetate | water | MgSO4 | 2-butyl-benzofuran-3-carboxylic acid (6-cyanomethoxy-naphthalen-2ylmethyl)-methyl-amide
US04331670,"In 20 ml. of dimethylformamide, 1.8 g. of 2-chloro-6-amino-5-trifluoromethylpyridine was dissolved and 1.0 g. of powdery potassium hydroxide was gradually added with stirring. After the addition, a solution of 2.7 g. of 2,4-dinitro-6-trifluoromethylchlorobenzene in 10 ml. of dimethylformamide was added dropwise at room temperature and the reaction was continued for about 3 hours. The reaction mixture was acidified with conc. HCl and was poured into water. The precipitate was filtered and recrystallized from methanol to obtain 2.9 g. of the object compound having the melting point of 129° to 131° C.","dimethylformamide | 2-chloro-6-amino-5-trifluoromethylpyridine | potassium hydroxide | 2,4-dinitro-6-trifluoromethylchlorobenzene | dimethylformamide | HCl | water | methanol"
US06498172B1,"The title compound was prepared following the method described in Example 1, Step C, from 5-{3-[(pyridine-3-sulfonyl)-(4-thiazol-2-yl-benzyl)-amino]-propyl}-thiophene-2-carboxylic acid methyl ester of Step B using EtOH in place of MeOH as solvent. 1H NMR (400 MHz, CDCl3) δ 9.12 (d, 1H, J=4 Hz), 8.81 (d, 1H, J=5 Hz), 8.17-7.21 (m, 9H), 6.61 (d, 1H, J=4 Hz), 4.41 (s, 2H), 3.25 (t, 2H, J=6.5 Hz), 2.72 (t, 2H, J=6.5 Hz), 1.73 (m, 2H); MS 498 (M−1).",title compound | 5-{3-[(pyridine-3-sulfonyl)-(4-thiazol-2-yl-benzyl)-amino]-propyl}-thiophene-2-carboxylic acid methyl ester | EtOH
US04668796,"51.7 ml (0.5 mol) of anhydrous diethylamine are added dropwise, under protective gas at -10° C., to 312.5 ml (0.5 mol) of a 15% strength solution of n-butyllithium in hexane. The mixture is stirred for 20 minutes and then cooled to -70° C. 54.6 g of cyclohexanecarbonitrile are added dropwise over the course of 30 minutes and, after a further 30 minutes, 98.5 g of bromoacetaldehyde diethyl acetal are added within 1 hour and the mixture is left at low temperature for 24 hours. It is then warmed to room temperature, 100 g of ice are added, and the mixture is extracted twice with 500 ml of ethyl acetate, and the organic phase is dried over sodium sulfate, evaporated in vacuo and the residue is subjected to vacuum distillation. Yield: 90 g (about 80% of theory), boiling point 78°-79° C. at 8 torr (10.7 mbar).",diethylamine | n-butyllithium | hexane | cyclohexanecarbonitrile | bromoacetaldehyde diethyl acetal | ice | ethyl acetate | sodium sulfate
US05026836,"A mixture of 2-amino-9-β-D-ribofuranosyl-9H-purine-6-sulfenamide (18) (1.57 g, 0.005 mol), ethanol (700 mL) and water (50 mL) was vigorously stirred and cooled in an ice bath. After the temperature of the suspension had decreased to <10° C., acetone was added to the ice bath to obtain a temperature of <0° C. With continual stirring a solution of commercially available (Aldrich Chem Co.) 3-chloroperoxybenzoic acid (80-85%, 1.0 g, 0.0046-0.0049 mol) in ethanol (40 mL) was added dropwise over a period of approx. 15 min. The reaction flask was stoppered, the mixture was allowed to stir and warm as the ice melted, and then stirred at ambient temperature for a total reaction time of 19 hr. The reaction mixture was filtered (Whatman GF/A glass microfiber filter) to remove a trace of undissolved solid and then the filtrate was evaporated in vacuo and at a temperature of >25° C. to near dryness. The product was washed from the evaporation flask with acetone (50-100 mL) and the solid was collected by filtration, suspended in diethyl ether (50 mL), refiltered, dried under vacuum at ambient temperature: (1.3 g, 0.0042 mol, 85%), m.p. 183°-185° C. dec. with prior sintering and darkening. IR (KBr): 1040 (vs, S=O), 3000-3600 (NH2, OH)cm-1 : UV: λmax (pH 1) 333 nm (ε2,900): λmax (pH 7) 326 nm (ε10,700): λmax (pH 11) 325 nm (ε8,700): 1H NMR (DMSO-d6): δ 5.85 (d, 1, J =5.52 Hz, C1'H), 6.49 (s, 2, SONH2, exchanged with D2O), 6.98 (s, 2, NH2, exchanged with D2O), 8.45 (s, 1, C8 e,uns/H/ ), and other sugar protons. Anal. Calcd. for C10H14N6O5S.1/2C2H5OH (353.32): C, 37.39: H, 4.82: N, 23.80: S, 9.07. Found: C, 37.29: H, 4.56: N, 23.78: S, 8.92.",2-amino-9-β-D-ribofuranosyl-9H-purine-6-sulfenamide | ethanol | water | ice | acetone | ice | 3-chloroperoxybenzoic acid | ethanol | ice | acetone
US05919805,"1,2,5,6-tetrahydro-1-methyl-3-(3-(2-ethylsulfinyl-1-ethoxy)-1,2,5-thiadiazol-4-yl)pyridine oxalate was prepared in the same manner using 2-(ethylthio)ethanol as the starting alcohol. The intermediate 3-(4-(2-ethylthio-1-ethoxy)-1,2,5-thiadiazol-3-yl)pyridine was oxidized with 1.1 equivalent of NaIO4 and 1 equivalent MeSO3H using water as the reaction solvent. After a reaction time of 3.5 h. the solution was made basic with 2N NaOH and extracted with ethyl acetate. The combined extracts were dried over MgSO4 and evaporated under vacuum. The resulting sulfoxide was then converted to the title compound in the same manner described above. M.p. 171-172° C., M+ : 302. Compound 45.","1,2,5,6-tetrahydro-1-methyl-3-(3-(2-ethylsulfinyl-1-ethoxy)-1,2,5-thiadiazol-4-yl)pyridine oxalate | 2-(ethylthio)ethanol | alcohol | 3-(4-(2-ethylthio-1-ethoxy)-1,2,5-thiadiazol-3-yl)pyridine | NaIO4 | MeSO3H | water | NaOH | ethyl acetate | MgSO4"
US20070197549A1,"The title compound is prepared analogously to the sequence described for 4-(4-ethyl-4H-[1,2,4]triazol-3-yl)-pyridine (example 21), (4-ethyl-5-pyridin-4-yl-4H-[1,2,4]triazol-3-yl)methanol (example 22), and 4-ethyl-5-pyridin-4-yl-4H-[1,2,4]triazole-3-carbaldehyde (example 23a) by using 5-(3,5-Difluoro-phenyl)-4-methyl-2,4-dihydro-[1,2,4]triazole-3-thione as starting material.","title compound | 4-(4-ethyl-4H-[1,2,4]triazol-3-yl)-pyridine | (4-ethyl-5-pyridin-4-yl-4H-[1,2,4]triazol-3-yl)methanol | 4-ethyl-5-pyridin-4-yl-4H-[1,2,4]triazole-3-carbaldehyde | 5-(3,5-Difluoro-phenyl)-4-methyl-2,4-dihydro-[1,2,4]triazole-3-thione"
US06921777B2,"Lithium hydroxide (500 mg) is added to a solution of ethyl 3-methyl-5-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-ylselenyl)pent-2-en-4-ynoate (500 mg, 1.24 mmol) in 10 ml of THF. 2 ml, of a water/methanol mixture (1/1) are added. The reaction medium is refluxed for 8 h. It is then poured into an ethyl ether/water mixture, acidified to pH 1 with concentrated hydrochloric acid solution and extracted with ethyl ether. After separation of the phases by settling, the organic phase is washed twice with water, dried over anhydrous magnesium sulphate and concentrated on a rotary evaporator under vacuum at 40° C.","Lithium hydroxide | ethyl 3-methyl-5-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-ylselenyl)pent-2-en-4-ynoate | THF | water/methanol | water | ethyl ether/water | ethyl ether | hydrochloric acid | magnesium sulphate"
US08946250B2,"320 mg (1.39 mmol) of 1-[3-(3-nitrophenyl)-1H-pyrazol-4-yl]ethanone were dissolved with 15 ml of dry dimethylformamide and 540 mg (1.66 mmol) of cesium carbonate and 189 μl (1.39 mmol) of p-methoxybenzyl chloride were added. The reaction mixture was maintained at 70° C. under stirring for 8 hours. The solvent was then removed under reduced pressure and the residue taken up with dichloromethane and washed with water. The organic layer was dried over sodium sulphate and evaporated. The crude was finally purified by flash-chromatography on a silica gel column (cyclohexane-ethylacetate; from 4/1 to 3/2), giving 470 mg (97%) of the title compound.",1-[3-(3-nitrophenyl)-1H-pyrazol-4-yl]ethanone | dimethylformamide | cesium carbonate | p-methoxybenzyl chloride | water | sodium sulphate | silica gel | cyclohexane-ethylacetate | title compound
US07026335B2,"To a cooled (−78° C.) solution of 4-(R)-methyl-5-(S)-phenyl-oxazolidin-2-one, 31, (600 mg, 3.39 mmol) in anhydrous tetrahydrofuran (20 mL) is added n-butyl lithium (2.5 mL, 1.6M solution in hexanes, 4.07 mmol). The resulting solution is stirred at −78° C. for ninety minutes and then 3-(4-chloro-phenyl)-propionyl chloride (894 mg, 4.41 mmol) is slowly added. The solution is warmed to room temperature for thirty minutes and then the solvents removed under reduced pressure. The crude product is purified over silica (20:80 ethyl acetate:hexanes, Rf˜0.3) to afford 1.07 g (92% yield) of the desired compound as a colorless solid. 1H NMR (CDCl3 300 MHz) δ 0.91 (d, J=6.6 Hz, 3H), 3.01 (t, J=7.8 Hz, 2H), 3.18–3.40 (m, 2H), 4.77 (m, 1H), 5.67 (d, J=7.2 Hz, 1H), 7.18–7.48 (m, 9H). MS (ESI) m/z 344 (M+H+)",4-(R)-methyl-5-(S)-phenyl-oxazolidin-2-one | tetrahydrofuran | n-butyl lithium | 3-(4-chloro-phenyl)-propionyl chloride | crude product | silica | desired compound
US08349886B2,"To a solution of N-methoxy-N-methyl-2-[1-methyl-5-(methylsulfanyl)-1H-pyrazol-3-yl]-3-(tetrahydro-2H-pyran-4-yl)propanamide (0.80 g) in tetrahydrofuran (30 mL) was slowly added vinylmagnesium bromide (1.0M tetrahydrofuran solution: 7.3 ml) at room temperature under a nitrogen atmosphere, and the mixture was stirred for 30 min. The reaction mixture was poured into an ice-cooled 1N hydrochloric acid, and the mixture was extracted with ethyl acetate. The ethyl acetate layer was washed with saturated brine, dried (MgSO4), and concentrated. The obtained residue was subjected to silica gel column chromatography to give the title compound (0.60 g, yield 83%) as a colorless oil from the fraction eluted with ethyl acetate-hexane (4:1, volume ratio). MS: 295 (MH+).",N-methoxy-N-methyl-2-[1-methyl-5-(methylsulfanyl)-1H-pyrazol-3-yl]-3-(tetrahydro-2H-pyran-4-yl)propanamide | tetrahydrofuran | vinylmagnesium bromide | ice | hydrochloric acid | ethyl acetate | ethyl acetate | brine | MgSO4 | title compound
US20040248941A1,"To a solution (25 mL) of 2-methoxyethyl 1-[2-[[[3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl]methyl]thio]-1H-benzimidazol-1-yl]ethyl carbonate (1.50 g) in toluene was added 3-chloroperoxybenzoic acid (content: ca. 65%: 0.569 g) under ice-cooling, and the mixture was stirred for 1 hr. The reaction solution was extracted with ethyl acetate-water, and the organic layer was washed with 10% aqueous sodium thiosulfate solution and saturated brine, dried over anhydrous magnesium sulfate and concentrated under reduced pressure. The residue was purified by silica gel chromatography (eluted with ethyl acetate) and recrystallized from ethyl acetate-diisopropyl ether to give a less polar diastereomer (0.90 g) of the title compound as a colorless solid.","2-methoxyethyl 1-[2-[[[3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl]methyl]thio]-1H-benzimidazol-1-yl]ethyl carbonate | toluene | 3-chloroperoxybenzoic acid | ice | ethyl acetate-water | ethyl acetate | sodium thiosulfate | brine | magnesium sulfate | silica gel | ethyl acetate-diisopropyl ether | title compound"
US20030199501A1,"N-Acetyl4-piperidone (7.05 g, 0.05 mol) in acetic acid (35 mL) was treated dropwise with bromine (8.0 g, 0.05 mol) in acetic acid (10 mL) at room temperature. After 4 h, the formed precipitate was collected on a filter, washed with diethyl ether and air-dried. This crude intermediate (3.01 g) was dissolved in ethanol (20 mL) and after the addition of thiourea (0.76 g, 10.0 mmol)the reaction mixture was refiuxed for 4 h. The solvent was removed in vacuo. Water (20 mL) was added and the pH was adjusted to 9. Extraction with DCM, drying (sodium sulfate) and removal of the organic phase gave 1.1 g of a crude product. Modification by flash chromatography on silica gel gave 202 mg (10%) of 5-acetyl4,5,6,7-tetrahydro[1,3]thiazolo[5,4-c]pyridin-2-ylamine. This compound was sulfonylated with 3-chloro-2-methylbenzene sulfonyl chloride (234 mg, 1.02 mmol) in pyridine according to METHOD A. After workup, the final product was crystallised from methanol to afford 75 mg (%) of white crystals: 1H NMR (DMSO-d6, 70° C.) δ 2.05 (s, 3H), 2.66 (s, 3H), 3.09 (m, 2H), 3.69 (m, 2H), 4.38 (m 2H), 7.37 (t 1H), 7.64 (L, 1H), 7.91 (d, 1H), 12.53 (br s, NH).","N-Acetyl4-piperidone | acetic acid | bromine | acetic acid | diethyl ether | crude intermediate | ethanol | thiourea | Water | DCM | sodium sulfate | crude product | silica gel | 5-acetyl4,5,6,7-tetrahydro[1,3]thiazolo[5,4-c]pyridin-2-ylamine"
US07417160B2,"In a 500 ml three-necked flask having a reflux condenser, KPG stirrer and thermometer, 176 g of commercial cyclohexylamine (water content ≦2%) were heated to 100° C., and 122 g of (chloromethyl)ethoxydimethylsilane were added over the course of 30 min with stirring. After the end of the addition, the mixture was stirred for two hours under reflux and cooled to 30° C., and the white precipitate formed was filtered using a pressure filter, and rinsed with cyclohexylamine. Filtrate and wash solutions were combined and were freed from excess cyclohexylamine under reduced pressure. The subsequent fractional distillation gave 105 g (yield 61%) of (N-cyclohexylaminomethyl)ethoxydimethylsilane having a chloride content of 600 ppm.",cyclohexylamine | (chloromethyl)ethoxydimethylsilane | cyclohexylamine | (N-cyclohexylaminomethyl)ethoxydimethylsilane | chloride
US09024018B2,"Sodium hydride (60% in mineral oil, 8 mg, 0.189 mmol, 1.1 eq.) was added in one portion to a slurry of 8-(1H-benzo[d]imidazol-2-yl)-3-(prop-2-ynyl)imidazo[5,1-d][1,2,3,5]tetrazin-4(3H)-one (50 mg, 0.172 mmol) in DMF (4.5 mL) at 0° C. and the mixture, which became red, was stirred for 5 minutes before the addition of MeI (21 μL, 0.344 mmol, 2 eq.). The mixture was then stirred overnight and concentrated under high vacuum. The product was absorbed on silica and purified by flash chromatography using DCM:MeCN (80:20) as eluent to give the title compound as a bright yellow/green solid (33 mg, 62% yield). The product was then suspended in ethyl acetate, filtered and washed successively with water, ethyl acetate and diethyl ether to remove any trace of DMF. δH (DMSO-d6): 9.07 (1H, s), 7.76-7.79 (1H, m), 7.67-7.70 (1H, m), 7.35-7.39 (1H, m), 7.29-7.33 (1H, m), 5.17 (2H, d, J=2.5), 4.14 (3H, s), 3.53-3.54 (1H, t, J=2.5).","Sodium hydride | 8-(1H-benzo[d]imidazol-2-yl)-3-(prop-2-ynyl)imidazo[5,1-d][1,2,3,5]tetrazin-4(3H)-one | DMF | MeI | silica | title compound"
US08969574B2,"Commercially available 2,2-difluoro-1,3-benzodioxole-5-carboxylic acid (1.0 eq) was slurried in toluene (10 vol). Vitride® (2 eq) was added via addition funnel at a rate to maintain the temperature at 15 to 25° C. At the end of the addition, the temperature was increased to 40° C. for 2 hours (h), then 10% (w/w) aqueous (aq) NaOH (4.0 eq) was carefully added via addition funnel, maintaining the temperature at 40 to 50° C. After stirring for an additional 30 minutes (min), the layers were allowed to separate at 40° C. The organic phase was cooled to 20° C., then washed with water (2×1.5 vol), dried (Na2SO4), filtered, and concentrated to afford crude (2,2-difluoro-1,3-benzodioxol-5-yl)-methanol that was used directly in the next step.","2,2-difluoro-1,3-benzodioxole-5-carboxylic acid | toluene | Vitride | NaOH | water | Na2SO4 | (2,2-difluoro-1,3-benzodioxol-5-yl)-methanol"
